7.276033	0.346018
7.913316	1.018206
8.552899	1.731668
9.062869	2.543148
9.192483	3.134383
9.832067	3.743311
10.471651	4.284675
11.111235	4.865658
11.750819	5.602575
12.353613	6.388127
13.029987	6.805686
13.669571	7.406048
14.197312	8.035974
14.830253	8.585257
15.588323	8.929039
16.227907	9.320990
16.867490	9.798373
17.507074	10.470353
18.146658	11.057671
18.786242	11.463133
19.526148	11.880953
20.499637	12.430235
21.334053	12.979518
21.873347	13.528800
22.504736	14.078083
23.263330	14.615956
23.902914	14.772307
24.542498	15.224068
25.553246	15.725931
26.379569	16.275213
27.100833	16.506624
27.740417	17.002893
28.380001	17.483492
29.354344	17.923061
29.911633	18.472344
30.300155	19.021626
31.383411	19.570909
32.066441	20.120191
32.560440	20.669474
32.857089	21.349592
33.496672	21.889036
34.136256	22.357128
34.775840	23.187509
35.331322	23.965170
35.845590	24.514452
36.262624	25.063735
36.694592	25.803992
37.203744	26.711583
37.731073	27.260865
38.111002	27.810148
38.613344	28.520700
39.252928	29.100561
39.892512	29.766821
40.403892	30.556561
40.982066	31.105843
41.171680	31.710491
41.811263	32.695844
42.304398	33.302974
42.686877	33.852256
43.012314	34.950822
43.443929	35.500104
43.730015	36.225428
44.251637	37.147952
45.009183	37.636346
45.648767	37.831713
46.845726	38.246517
47.567519	38.274151
48.846687	38.259030
50.125854	38.440118
50.920520	38.795800
52.044606	38.952283
52.684190	39.414575
53.963358	39.554458
54.602942	39.914626
55.755381	40.443647
56.521694	40.589659
57.472153	40.992930
58.440445	41.073844
59.719613	41.392859
60.359197	41.614306
61.638365	41.619306
62.917533	41.617733
64.196701	41.674019
64.996469	42.091495
65.316006	43.190060
65.038104	44.288626
64.656025	44.837908
64.013706	45.387191
63.342194	45.936473
62.761447	46.485756
62.092070	47.035039
61.224729	47.584321
60.578928	48.133604
60.113047	48.682886
59.080029	49.184704
58.440445	49.660341
57.800862	50.063695
57.149219	50.330734
56.414613	50.880017
55.771046	51.429299
55.183288	51.978582
54.523716	52.527865
53.820916	53.077147
53.323774	53.869982
52.428324	54.175712
51.405022	54.676928
50.765438	55.157100
50.125854	55.629743
49.486271	55.912304
48.846687	56.654759
48.107471	56.922125
47.478829	57.471408
46.927935	58.420024
46.731464	59.119256
46.561056	60.217821
46.186002	60.767104
46.072828	61.865669
46.076370	62.964234
46.090846	64.062799
46.288351	64.730825
46.656819	65.710647
46.894555	66.809212
47.399194	67.358495
47.991182	67.907777
48.207103	68.592845
48.846687	69.145912
49.486271	69.710101
50.125854	70.376191
50.738729	71.203473
51.285910	71.752755
51.961259	72.302038
52.519839	72.851321
53.152571	73.400603
53.904064	73.949886
54.438397	74.499168
55.242526	74.878247
55.882110	75.264511
56.521694	75.718270
57.161278	76.224135
58.215339	76.696299
58.722002	77.245581
59.429248	77.794864
60.213902	78.344147
60.998781	78.767328
61.638365	79.010306
62.835802	79.442712
63.557117	79.618674
64.196701	80.063203
65.087914	80.541277
65.942117	81.090560
66.755036	81.232177
67.819164	81.639842
68.673788	81.852908
69.313372	82.357606
69.952956	82.832296
71.047956	83.287690
71.871708	83.657998
72.511292	84.013022
73.150876	84.485615
74.430043	84.726411
75.069627	85.058786
76.348795	85.229284
76.988379	85.610177
78.267547	85.620464
79.546715	85.632117
80.825883	85.620948
82.105051	85.485340
82.744634	85.156172
84.023802	85.079429
85.302970	85.032232
85.942554	84.672493
87.221722	84.651683
88.500890	84.652273
89.780058	84.652273
91.059225	84.652861
92.338393	84.653644
93.617561	84.652156
94.896729	84.657218
96.175897	84.650114
96.943602	84.935538
98.094649	85.082543
99.373816	85.077236
100.500538	85.484820
101.292568	85.619460
102.571736	85.634004
103.850904	85.848725
104.851244	86.034103
105.769656	86.222846
107.048824	86.366347
107.688407	86.711650
108.924476	87.132668
109.607159	87.228340
110.886327	87.269390
111.525911	87.709024
112.805079	87.780495
114.084247	87.886877
115.344322	88.231233
116.002998	88.361274
117.282166	88.369767
118.561334	88.396067
119.200918	88.848170
120.480086	88.910059
121.759254	89.255760
122.398838	89.386680
123.678006	89.471171
124.957173	89.718525
126.074406	89.879081
126.875925	90.089705
127.515509	90.486061
128.794677	90.596859
129.434261	91.061368
130.602939	91.526929
131.353013	91.723299
131.992597	92.150099
133.271764	92.263235
133.911348	92.783795
135.190516	93.067342
135.830100	93.282278
137.109268	93.480534
138.388436	93.277417
139.028020	93.111607
140.307187	92.625809
140.946771	92.250022
141.655708	92.076211
142.437655	91.526929
143.505107	91.006514
144.144691	90.511067
144.784275	90.094801
145.916587	89.879081
146.703027	89.556316
147.982195	89.377451
148.621778	88.975026
149.900946	88.908666
151.180114	88.910219
152.061175	88.780516
153.098866	88.371238
154.378034	88.371342
155.657202	88.370176
156.936369	88.371287
158.215537	88.371829
159.494705	88.371829
160.773873	88.371287
162.053041	88.369705
163.332209	88.369705
164.611377	88.371287
165.890544	88.369813
167.169712	88.369867
168.448880	88.373189
169.728048	88.359589
170.668862	88.231233
171.646800	87.886714
172.925968	87.887518
174.205135	87.886262
175.484303	87.886262
176.763471	87.882893
178.042639	87.889949
179.321807	87.889120
180.600975	87.903934
181.240559	88.358980
182.519726	88.369226
183.590022	88.780516
184.438478	88.907502
185.717646	88.888463
185.717646	88.568118
185.230669	87.681951
184.438478	87.400016
183.798894	86.902914
183.159310	86.452906
182.519726	85.993307
181.519256	85.484820
180.600975	85.419639
179.493540	84.935538
178.682223	84.824699
177.538763	84.386255
176.763471	84.257605
175.779500	83.836973
174.844719	83.602551
174.205135	83.277217
172.925968	82.822107
172.286384	82.689930
171.069613	82.189125
170.367632	82.015828
169.451178	81.639842
168.448880	81.486296
167.566168	81.090560
166.530128	80.922968
165.250960	80.726100
164.611377	80.479906
163.332209	80.287048
162.196412	79.991994
161.413457	79.834603
160.134289	79.826842
158.855121	79.748139
158.215537	79.359904
156.936369	78.933676
156.296786	78.773670
155.657202	78.230659
155.167111	77.245581
155.657202	76.249668
155.829491	75.597734
156.472592	75.048451
157.153499	74.499168
157.766728	73.949886
158.551398	73.400603
159.084918	72.851321
160.134289	72.396061
160.773873	71.882275
161.782362	71.752755
162.692625	71.285241
163.332209	70.798004
163.971793	70.373725
165.250960	70.231380
165.890544	69.916789
166.925679	69.555625
167.809296	69.181694
169.088464	69.026233
169.728048	68.831062
170.742913	68.457060
171.646800	68.096927
172.560361	67.907777
173.565551	67.596325
174.844719	67.512385
175.484303	67.303371
176.763471	67.209916
178.042639	67.096464
179.321807	66.916106
180.600975	66.916943
181.880142	66.917387
183.159310	66.916012
184.438478	66.916438
185.717646	66.914450
186.996814	66.915502
188.275982	66.953916
189.555150	67.215790
190.834317	67.211343
192.113485	67.221327
193.392653	67.214860
194.032237	67.362586
195.311405	67.588217
196.590573	67.594872
197.869741	67.596017
199.148908	67.600778
199.788492	67.933707
201.067660	68.086889
202.346828	68.078431
203.625996	68.428695
204.265580	68.481754
205.544748	68.740776
206.184331	69.025001
207.463499	69.077976
208.742667	69.552842
209.382251	69.680874
210.661419	69.690286
211.469407	70.104908
212.580171	70.237632
213.859339	70.387867
213.859339	69.851669
213.219755	69.379449
212.580171	68.513137
211.940587	68.171181
211.316275	67.358495
210.661419	67.283263
209.608060	66.809212
208.742667	66.548091
208.103083	66.243545
207.067433	65.710647
206.184331	65.563902
204.905164	65.193725
204.265580	64.970306
203.529023	64.612082
202.516561	64.062799
201.707244	63.869569
201.067660	63.331864
200.428076	62.499458
199.945310	61.865669
200.006588	60.767104
200.629859	60.217821
201.707244	59.699961
202.346828	59.264408
203.150166	59.119256
204.265580	58.636320
204.905164	58.210441
206.184331	58.135295
206.823915	57.810076
208.103083	57.594047
208.766506	57.471408
210.021835	57.079164
